entry_time,side,entry_fill_price,sl_price,tp_price,net_pnl_dollars,cumulative_net_pnl_dollars
2019-01-01 17:03:00,long,6369.25,6349.25,6429.25,651.0,651.0
2019-01-01 18:10:00,long,6376.5,6356.5,6436.5,-315.0,336.0
2019-01-01 18:17:00,long,6376.5,6356.5,6436.5,31.0,367.0
2019-01-01 18:55:00,long,6379.75,6359.75,6439.75,-527.0,-160.0
2019-01-01 19:11:00,long,6380.25,6360.25,6440.25,-341.0,-501.0
2019-01-01 20:58:00,long,6308.0,6288.0,6368.0,-488.0,-989.0
2019-01-01 21:23:00,long,6303.75,6283.75,6363.75,-305.0,-1294.0
2019-01-01 21:35:00,long,6302.75,6282.75,6362.75,-180.0,-1474.0
2019-01-01 21:56:00,long,6306.25,6286.25,6366.25,-600.0,-2074.0
2019-01-01 22:00:00,long,6304.0,6284.0,6364.0,-944.0,-3018.0
2019-01-01 22:27:00,long,6278.25,6258.25,6338.25,-87.0,-3105.0
2019-01-01 23:02:00,long,6278.0,6258.0,6338.0,-87.0,-3192.0
2019-01-01 23:21:00,long,6279.75,6259.75,6339.75,-58.0,-3250.0
2019-01-01 23:24:00,long,6280.75,6260.75,6340.75,-435.0,-3685.0
2019-01-02 00:14:00,long,6266.5,6246.5,6326.5,-313.5,-3998.5
2019-01-02 00:18:00,long,6268.5,6248.5,6328.5,256.5,-3742.0
2019-01-02 01:04:00,long,6273.5,6253.5,6333.5,-570.0,-4312.0
2019-01-02 01:37:00,long,6265.5,6245.5,6325.5,-883.5,-5195.5
2019-01-02 03:03:00,long,6177.0,6157.0,6237.0,-84.0,-5279.5
2019-01-02 03:53:00,long,6192.5,6172.5,6252.5,825.0,-4454.5
2019-01-02 04:54:00,long,6196.0,6176.0,6256.0,-1092.0,-5546.5
2019-01-02 05:06:00,long,6193.0,6173.0,6253.0,357.5,-5189.0
2019-01-02 06:00:00,long,6197.75,6177.75,6257.75,1232.0,-3957.0
2019-01-02 06:44:00,long,6216.75,6196.75,6276.75,-570.0,-4527.0
2019-01-02 07:16:00,long,6204.75,6184.75,6264.75,-1120.0,-5647.0
2019-01-02 07:55:00,long,6193.25,6173.25,6253.25,-275.0,-5922.0
2019-01-02 07:59:00,long,6193.75,6173.75,6253.75,6600.0,678.0
2019-01-02 09:35:00,short,6280.5,6300.5,6220.5,-2520.0,-1842.0
2019-01-02 10:32:00,short,6339.0,6359.0,6279.0,-1650.0,-3492.0
2019-01-02 10:51:00,short,6337.75,6357.75,6277.75,580.0,-2912.0
2019-01-02 11:23:00,short,6325.5,6345.5,6265.5,-1015.0,-3927.0
2019-01-02 13:03:00,short,6394.25,6414.25,6334.25,-85.5,-4012.5
2019-01-02 13:42:00,short,6381.5,6401.5,6321.5,-1624.5,-5637.0
2019-01-02 13:54:00,short,6389.75,6409.75,6329.75,4372.5,-1264.5
2019-01-02 15:31:00,short,6352.0,6372.0,6292.0,7200.0,5935.5
2019-01-02 18:08:00,long,6223.25,6203.25,6283.25,379.5,6315.0
2019-01-02 18:47:00,long,6235.0,6215.0,6295.0,-945.0,5370.0
2019-01-02 19:09:00,long,6232.5,6212.5,6292.5,-724.5,4645.5
2019-01-02 19:29:00,long,6229.5,6209.5,6289.5,2040.0,6685.5
2019-01-02 20:28:00,long,6249.5,6229.5,6309.5,-420.0,6265.5
2019-01-02 21:34:00,long,6230.0,6210.0,6290.0,-280.0,5985.5
2019-01-02 21:58:00,long,6232.5,6212.5,6292.5,-517.5,5468.0
2019-01-02 22:42:00,long,6232.5,6212.5,6292.5,-379.5,5088.5
2019-01-02 23:54:00,long,6214.5,6194.5,6274.5,-748.0,4340.5
2019-01-03 00:37:00,long,6203.0,6183.0,6263.0,1809.0,6149.5
2019-01-03 01:31:00,long,6222.75,6202.75,6282.75,-1330.0,4819.5
2019-01-03 01:40:00,long,6220.75,6200.75,6280.75,-510.0,4309.5
2019-01-03 01:53:00,long,6221.25,6201.25,6281.25,-335.0,3974.5
2019-01-03 01:57:00,long,6220.5,6200.5,6280.5,-335.0,3639.5
2019-01-03 02:10:00,long,6219.5,6199.5,6279.5,-971.5,2668.0
2019-01-03 02:31:00,long,6217.0,6197.0,6277.0,-1202.5,1465.5
2019-01-03 02:47:00,long,6213.25,6193.25,6273.25,-512.0,953.5
2019-01-03 03:04:00,long,6211.75,6191.75,6271.75,-693.0,260.5
2019-01-03 03:13:00,long,6210.0,6190.0,6270.0,-465.0,-204.5
2019-01-03 03:47:00,long,6210.25,6190.25,6270.25,-713.0,-917.5
2019-01-03 04:21:00,long,6199.0,6179.0,6259.0,-366.0,-1283.5
2019-01-03 04:30:00,long,6202.75,6182.75,6262.75,-870.0,-2153.5
2019-01-03 04:43:00,long,6201.0,6181.0,6261.0,-265.5,-2419.0
2019-01-03 05:06:00,long,6207.25,6187.25,6267.25,-1062.0,-3481.0
2019-01-03 05:18:00,long,6205.0,6185.0,6265.0,-1044.0,-4525.0
2019-01-03 05:36:00,long,6201.25,6181.25,6261.25,-364.0,-4889.0
2019-01-03 05:43:00,long,6201.5,6181.5,6261.5,-224.0,-5113.0
2019-01-03 05:46:00,long,6202.25,6182.25,6262.25,-364.0,-5477.0
2019-01-03 05:58:00,long,6201.0,6181.0,6261.0,6600.0,1123.0
2019-01-03 07:43:00,short,6255.75,6275.75,6195.75,-693.0,430.0
2019-01-03 08:08:00,short,6259.25,6279.25,6199.25,-1165.5,-735.5
2019-01-03 08:46:00,short,6267.5,6287.5,6207.5,7320.0,6584.5
2019-01-03 09:28:00,long,6222.0,6202.0,6282.0,-2030.0,4554.5
2019-01-03 09:56:00,long,6197.25,6177.25,6257.25,2788.0,7342.5
2019-01-03 10:37:00,long,6246.5,6226.5,6306.5,497.0,7839.5
2019-01-03 11:35:00,long,6244.0,6224.0,6304.0,-2880.0,4959.5
2019-01-03 11:48:00,long,6240.5,6220.5,6300.5,-1496.0,3463.5
2019-01-03 12:42:00,long,6214.0,6194.0,6274.0,-957.0,2506.5
2019-01-03 13:11:00,long,6204.0,6184.0,6264.0,-1755.0,751.5
2019-01-03 13:19:00,long,6198.5,6178.5,6258.5,252.0,1003.5
2019-01-03 14:32:00,long,6187.0,6167.0,6247.0,-2079.0,-1075.5
2019-01-03 15:44:00,long,6169.0,6149.0,6229.0,793.0,-282.5
2019-01-03 18:39:00,long,6150.25,6130.25,6210.25,-961.0,-1243.5
2019-01-03 19:01:00,long,6148.75,6128.75,6208.75,-150.0,-1393.5
2019-01-03 19:29:00,long,6152.25,6132.25,6212.25,-600.0,-1993.5
2019-01-03 19:31:00,long,6153.5,6133.5,6213.5,1320.0,-673.5
2019-01-03 20:24:00,long,6170.75,6150.75,6230.75,2897.5,2224.0
2019-01-03 21:46:00,long,6197.75,6177.75,6257.75,-877.5,1346.5
2019-01-03 22:00:00,long,6196.0,6176.0,6256.0,320.0,1666.5
2019-01-03 22:44:00,long,6206.75,6186.75,6266.75,-448.0,1218.5
2019-01-03 23:21:00,long,6203.25,6183.25,6263.25,-96.0,1122.5
2019-01-03 23:24:00,long,6204.5,6184.5,6264.5,-346.5,776.0
2019-01-03 23:33:00,long,6210.75,6190.75,6270.75,-850.5,-74.5
2019-01-03 23:56:00,long,6209.0,6189.0,6269.0,3472.0,3397.5
2019-01-04 01:35:00,long,6248.25,6228.25,6308.25,-1683.0,1714.5
2019-01-04 01:56:00,long,6244.25,6224.25,6304.25,-448.0,1266.5
2019-01-04 02:33:00,long,6243.75,6223.75,6303.75,-384.0,882.5
2019-01-04 02:50:00,long,6242.0,6222.0,6302.0,-724.5,158.0
2019-01-04 02:58:00,long,6244.0,6224.0,6304.0,-713.0,-555.0
2019-01-04 03:08:00,long,6242.5,6222.5,6302.5,-366.0,-921.0
2019-01-04 03:23:00,long,6249.5,6229.5,6309.5,1647.0,726.0
2019-01-04 04:14:00,long,6262.75,6242.75,6322.75,-504.0,222.0
2019-01-04 04:39:00,long,6260.75,6240.75,6320.75,589.0,811.0
2019-01-04 05:09:00,long,6275.0,6255.0,6335.0,189.0,1000.0
2019-01-04 05:45:00,long,6280.25,6260.25,6340.25,-630.0,370.0
2019-01-04 06:27:00,long,6268.5,6248.5,6328.5,-465.0,-95.0
2019-01-04 06:32:00,long,6267.0,6247.0,6327.0,-155.0,-250.0
2019-01-04 07:20:00,long,6254.25,6234.25,6314.25,-1085.0,-1335.0
2019-01-04 07:29:00,long,6255.5,6235.5,6315.5,-2400.0,-3735.0
2019-01-04 07:46:00,long,6250.25,6230.25,6310.25,-456.0,-4191.0
2019-01-04 08:11:00,long,6251.5,6231.5,6311.5,-199.5,-4390.5
2019-01-04 08:37:00,long,6261.0,6241.0,6321.0,4645.5,255.0
2019-01-04 09:23:00,long,6326.25,6306.25,6386.25,7440.0,7695.0
2019-01-04 10:29:00,short,6389.5,6409.5,6329.5,-936.0,6759.0
2019-01-04 11:04:00,short,6395.25,6415.25,6335.25,-1540.0,5219.0
2019-01-04 12:41:00,short,6442.25,6462.25,6382.25,414.0,5633.0
2019-01-04 13:46:00,short,6441.25,6461.25,6381.25,1242.0,6875.0
2019-01-04 14:22:00,short,6420.5,6440.5,6360.5,-674.5,6200.5
2019-01-04 15:33:00,short,6431.0,6451.0,6371.0,-2800.0,3400.5
2019-01-06 17:32:00,short,6442.0,6462.0,6382.0,-396.0,3004.5
2019-01-06 18:41:00,short,6484.5,6504.5,6424.5,-759.0,2245.5
2019-01-06 18:48:00,short,6482.75,6502.75,6422.75,357.5,2603.0
2019-01-06 19:20:00,short,6473.5,6493.5,6413.5,877.5,3480.5
2019-01-06 20:12:00,short,6458.25,6478.25,6398.25,-396.0,3084.5
2019-01-06 20:37:00,short,6458.5,6478.5,6398.5,-330.0,2754.5
2019-01-06 20:49:00,short,6457.0,6477.0,6397.0,292.5,3047.0
2019-01-06 21:28:00,short,6454.0,6474.0,6394.0,-297.0,2750.0
2019-01-06 21:54:00,short,6456.25,6476.25,6396.25,-357.5,2392.5
2019-01-06 22:06:00,short,6454.5,6474.5,6394.5,-422.5,1970.0
2019-01-06 22:22:00,short,6457.25,6477.25,6397.25,224.0,2194.0
2019-01-06 23:01:00,short,6453.75,6473.75,6393.75,-487.5,1706.5
2019-01-06 23:31:00,short,6456.75,6476.75,6396.75,-448.0,1258.5
