entry_time,side,entry_fill_price,sl_price,tp_price,net_pnl_dollars,cumulative_net_pnl_dollars
2022-08-18 13:16:00,long,13544.25,13514.25,13604.25,-0.0,-48807.0
2022-08-18 13:54:00,long,13539.75,13509.75,13599.75,0.0,-48807.0
2022-08-18 15:22:00,long,13534.5,13504.5,13594.5,-0.0,-48807.0
2022-08-18 17:28:00,long,13530.5,13500.5,13590.5,-0.0,-48807.0
2022-08-18 17:45:00,long,13530.25,13500.25,13590.25,-0.0,-48807.0
2022-08-18 18:29:00,long,13525.5,13495.5,13585.5,-0.0,-48807.0
2022-08-18 18:55:00,long,13523.5,13493.5,13583.5,-0.0,-48807.0
2022-08-18 19:57:00,long,13506.5,13476.5,13566.5,-0.0,-48807.0
2022-08-18 20:48:00,long,13499.75,13469.75,13559.75,0.0,-48807.0
2022-08-18 21:34:00,long,13507.0,13477.0,13567.0,0.0,-48807.0
2022-08-18 23:20:00,long,13501.5,13471.5,13561.5,-0.0,-48807.0
2022-08-19 00:51:00,long,13481.75,13451.75,13541.75,-0.0,-48807.0
2022-08-19 02:11:00,long,13444.0,13414.0,13504.0,0.0,-48807.0
2022-08-19 02:59:00,long,13449.25,13419.25,13509.25,-0.0,-48807.0
2022-08-19 03:02:00,long,13449.75,13419.75,13509.75,-0.0,-48807.0
2022-08-19 03:58:00,long,13392.5,13362.5,13452.5,0.0,-48807.0
2022-08-19 05:19:00,long,13397.5,13367.5,13457.5,-0.0,-48807.0
2022-08-19 06:02:00,long,13379.5,13349.5,13439.5,-0.0,-48807.0
2022-08-19 06:11:00,long,13379.75,13349.75,13439.75,-0.0,-48807.0
2022-08-19 06:46:00,long,13385.0,13355.0,13445.0,-0.0,-48807.0
2022-08-19 07:39:00,long,13377.25,13347.25,13437.25,0.0,-48807.0
2022-08-19 08:15:00,long,13385.5,13355.5,13445.5,-0.0,-48807.0
2022-08-19 09:45:00,long,13300.0,13270.0,13360.0,-0.0,-48807.0
2022-08-19 10:38:00,long,13267.5,13237.5,13327.5,0.0,-48807.0
2022-08-19 11:14:00,long,13270.75,13240.75,13330.75,-0.0,-48807.0
2022-08-19 11:36:00,long,13282.5,13252.5,13342.5,0.0,-48807.0
2022-08-19 12:50:00,long,13260.5,13230.5,13320.5,-0.0,-48807.0
2022-08-19 13:33:00,long,13263.25,13233.25,13323.25,-0.0,-48807.0
2022-08-19 13:43:00,long,13267.75,13237.75,13327.75,-0.0,-48807.0
2022-08-19 14:15:00,long,13261.25,13231.25,13321.25,0.0,-48807.0
2022-08-19 14:44:00,long,13268.75,13238.75,13328.75,-0.0,-48807.0
