entry_time,side,entry_fill_price,sl_price,tp_price,net_pnl_dollars,cumulative_net_pnl_dollars
2024-11-08T07:00:00,long,21182.75,21165.732250648784,21214.19286338686,-40.03549870243296,-40.03549870243296
2024-11-11T11:00:00,long,21203.25,21186.232250648784,21234.69286338686,-40.03549870243296,-80.07099740486592
2024-11-12T15:00:00,short,21185.5,21202.517749351216,21154.05713661314,56.88572677371849,-23.185270631147432
2024-11-13T17:00:00,long,21167.0,21149.982250648784,21198.44286338686,-40.03549870243296,-63.22076933358039
2024-11-18T12:00:00,short,20661.25,20678.267749351216,20629.80713661314,56.88572677371849,-6.335042559861904
2024-11-19T11:00:00,short,20669.75,20686.767749351216,20638.30713661314,-40.03549870243296,-46.370541262294864
2024-11-20T18:00:00,short,20753.75,20770.767749351216,20722.30713661314,56.88572677371849,10.515185511423624
2024-11-21T11:00:00,long,20732.75,20715.732250648784,20764.19286338686,56.88572677371849,67.40091228514211
2024-12-05T15:00:00,long,21475.5,21458.482250648784,21506.94286338686,-40.03549870243296,27.365413582709152
2024-12-09T06:00:00,long,21615.75,21598.732250648784,21647.19286338686,56.88572677371849,84.25114035642764
2024-12-09T12:00:00,long,21488.0,21470.982250648784,21519.44286338686,56.88572677371849,141.13686713014613
2024-12-12T13:00:00,long,21697.0,21679.982250648784,21728.44286338686,-40.03549870243296,101.10136842771317
2024-12-13T12:00:00,long,21684.75,21667.732250648784,21716.19286338686,56.88572677371849,157.98709520143166
2024-12-17T11:00:00,long,22341.0,22323.982250648784,22372.44286338686,-40.03549870243296,117.9515964989987
2024-12-18T10:00:00,long,22319.5,22302.482250648784,22350.94286338686,-40.03549870243296,77.91609779656574
2024-12-19T09:00:00,short,21578.25,21595.267749351216,21546.80713661314,56.88572677371849,134.80182457028423
2024-12-20T10:00:00,short,21513.75,21530.767749351216,21482.30713661314,-40.03549870243296,94.76632586785126
2024-12-26T05:00:00,long,21933.75,21916.732250648784,21965.19286338686,56.88572677371849,151.65205264156975
2024-12-27T15:00:00,short,21703.25,21720.267749351216,21671.80713661314,-40.03549870243296,111.6165539391368
2024-12-30T14:00:00,short,21528.75,21545.767749351216,21497.30713661314,56.88572677371849,168.50228071285528
2024-12-31T06:00:00,short,21501.5,21518.517749351216,21470.05713661314,56.88572677371849,225.38800748657377
2025-01-03T11:00:00,short,21464.75,21481.767749351216,21433.30713661314,-40.03549870243296,185.3525087841408
2025-01-06T15:00:00,long,21750.5,21733.482250648784,21781.94286338686,56.88572677371849,242.2382355578593
2025-01-08T10:00:00,short,21358.25,21375.267749351216,21326.80713661314,56.88572677371849,299.1239623315778
2025-01-10T15:00:00,short,21016.25,21033.267749351216,20984.80713661314,-40.03549870243296,259.0884636291448
2025-01-13T14:00:00,short,20905.5,20922.517749351216,20874.05713661314,56.88572677371849,315.9741904028633
2025-01-14T15:00:00,short,20923.25,20940.267749351216,20891.80713661314,-40.03549870243296,275.93869170043035
2025-01-16T11:00:00,long,21400.25,21383.232250648784,21431.69286338686,-40.03549870243296,235.9031929979974
2025-01-16T15:00:00,long,21247.75,21230.732250648784,21279.19286338686,-40.03549870243296,195.86769429556443
2025-01-20T21:00:00,long,21586.75,21569.732250648784,21618.19286338686,56.88572677371849,252.75342106928292
2025-01-21T11:00:00,long,21675.25,21658.232250648784,21706.69286338686,56.88572677371849,309.6391478430014
2025-01-24T12:00:00,long,21941.75,21924.732250648784,21973.19286338686,-40.03549870243296,269.60364914056845
2025-01-27T09:00:00,short,21334.0,21351.017749351216,21302.55713661314,56.88572677371849,326.48937591428694
2025-01-27T18:00:00,short,21327.0,21344.017749351216,21295.55713661314,56.88572677371849,383.3751026880054
2025-01-28T12:00:00,short,21544.75,21561.767749351216,21513.30713661314,-40.03549870243296,343.33960398557247
2025-01-30T12:00:00,long,21552.75,21535.732250648784,21584.19286338686,56.88572677371849,400.22533075929096
2025-01-31T15:00:00,long,21581.0,21563.982250648784,21612.44286338686,-40.03549870243296,360.189832056858
2025-02-03T12:00:00,short,21400.75,21417.767749351216,21369.30713661314,56.88572677371849,417.0755588305765
2025-02-12T11:00:00,short,21780.0,21797.017749351216,21748.55713661314,-40.03549870243296,377.0400601281435
2025-02-18T11:00:00,long,22186.75,22169.732250648784,22218.19286338686,-40.03549870243296,337.00456142571056
2025-02-19T13:00:00,short,22232.5,22249.517749351216,22201.05713661314,-40.03549870243296,296.9690627232776
