trade_id,combo_id,entry_time,entry_date,exit_time,equity_before,equity_after,side,entry_fill_price,exit_price,sl_price,tp_price,stop_pts,tp_pts,min_rr_planned,rr_planned,z_band_k,contracts,pnl_points,r_multiple,gross_pnl_dollars,friction_dollars,net_pnl_dollars,cumulative_net_pnl_dollars,exit_reason,label_win,label_hit_tp_first,mae_points,mfe_points,mfe_mae_ratio,hold_bars,entry_bar_idx,exit_bar_idx
11,865,2024-12-09T12:00:00,2024-12-09,2024-12-09T12:00:00,2084.2511403564276,2141.136867130146,long,21488.0,21519.44286338686,21470.982250648784,21519.44286338686,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,31.442863386859244,1.8476511046163775,62.88572677371849,6.0,56.88572677371849,141.13686713014613,take_profit,True,True,-13.75,61.75,4.490909090909091,1,627,627
12,865,2024-12-12T13:00:00,2024-12-12,2024-12-12T13:00:00,2141.136867130146,2101.101368427713,long,21697.0,21679.982250648784,21679.982250648784,21728.44286338686,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,-17.01774935121648,-1.0000000000000167,-34.03549870243296,6.0,-40.03549870243296,101.10136842771317,stop,False,False,-33.0,18.5,0.5606060606060606,1,696,696
13,865,2024-12-13T12:00:00,2024-12-13,2024-12-13T12:00:00,2101.101368427713,2157.9870952014317,long,21684.75,21716.19286338686,21667.732250648784,21716.19286338686,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,31.442863386859244,1.8476511046163775,62.88572677371849,6.0,56.88572677371849,157.98709520143166,take_profit,True,True,-3.5,91.5,26.142857142857142,1,718,718
14,865,2024-12-17T11:00:00,2024-12-17,2024-12-17T11:00:00,2157.9870952014317,2117.9515964989987,long,22341.0,22323.982250648784,22323.982250648784,22372.44286338686,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,-17.01774935121648,-1.0000000000000167,-34.03549870243296,6.0,-40.03549870243296,117.9515964989987,stop,False,False,-43.25,17.5,0.4046242774566474,1,762,762
15,865,2024-12-18T10:00:00,2024-12-18,2024-12-18T10:00:00,2117.9515964989987,2077.9160977965657,long,22319.5,22302.482250648784,22302.482250648784,22350.94286338686,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,-17.01774935121648,-1.0000000000000167,-34.03549870243296,6.0,-40.03549870243296,77.91609779656574,stop,False,False,-69.5,21.5,0.30935251798561153,1,784,784
16,865,2024-12-19T09:00:00,2024-12-19,2024-12-19T09:00:00,2077.9160977965657,2134.801824570284,short,21578.25,21546.80713661314,21595.267749351216,21546.80713661314,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,31.442863386859244,1.8476511046163775,62.88572677371849,6.0,56.88572677371849,134.80182457028423,take_profit,True,True,-59.75,110.5,1.8493723849372385,1,806,806
17,865,2024-12-20T10:00:00,2024-12-20,2024-12-20T10:00:00,2134.801824570284,2094.7663258678513,short,21513.75,21530.767749351216,21530.767749351216,21482.30713661314,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,-17.01774935121648,-1.0000000000000167,-34.03549870243296,6.0,-40.03549870243296,94.76632586785126,stop,False,False,-271.75,10.25,0.03771849126034959,1,830,830
18,865,2024-12-26T05:00:00,2024-12-26,2024-12-26T06:00:00,2094.7663258678513,2151.6520526415698,long,21933.75,21965.19286338686,21916.732250648784,21965.19286338686,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,31.442863386859244,1.8476511046163775,62.88572677371849,6.0,56.88572677371849,151.65205264156975,take_profit,True,True,-16.5,43.75,2.6515151515151514,2,889,890
19,865,2024-12-27T15:00:00,2024-12-27,2024-12-27T15:00:00,2151.6520526415698,2111.616553939137,short,21703.25,21720.267749351216,21720.267749351216,21671.80713661314,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,-17.01774935121648,-1.0000000000000167,-34.03549870243296,6.0,-40.03549870243296,111.6165539391368,stop,False,False,-29.75,1.5,0.05042016806722689,1,922,922
20,865,2024-12-30T14:00:00,2024-12-30,2024-12-30T14:00:00,2111.616553939137,2168.5022807128553,short,21528.75,21497.30713661314,21545.767749351216,21497.30713661314,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,31.442863386859244,1.8476511046163775,62.88572677371849,6.0,56.88572677371849,168.50228071285528,take_profit,True,True,-15.25,120.25,7.885245901639344,1,944,944
21,865,2024-12-31T06:00:00,2024-12-31,2024-12-31T06:00:00,2168.5022807128553,2225.3880074865738,short,21501.5,21470.05713661314,21518.517749351216,21470.05713661314,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,31.442863386859244,1.8476511046163775,62.88572677371849,6.0,56.88572677371849,225.38800748657377,take_profit,True,True,-23.25,41.25,1.7741935483870968,1,959,959
22,865,2025-01-03T11:00:00,2025-01-03,2025-01-03T11:00:00,2225.3880074865738,2185.352508784141,short,21464.75,21481.767749351216,21481.767749351216,21433.30713661314,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,-17.01774935121648,-1.0000000000000167,-34.03549870243296,6.0,-40.03549870243296,185.3525087841408,stop,False,False,-22.25,23.25,1.0449438202247192,1,1009,1009
23,865,2025-01-06T15:00:00,2025-01-06,2025-01-06T15:00:00,2185.352508784141,2242.2382355578593,long,21750.5,21781.94286338686,21733.482250648784,21781.94286338686,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,31.442863386859244,1.8476511046163775,62.88572677371849,6.0,56.88572677371849,242.2382355578593,take_profit,True,True,-0.5,35.75,71.5,1,1036,1036
24,865,2025-01-08T10:00:00,2025-01-08,2025-01-08T10:00:00,2242.2382355578593,2299.123962331578,short,21358.25,21326.80713661314,21375.267749351216,21326.80713661314,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,31.442863386859244,1.8476511046163775,62.88572677371849,6.0,56.88572677371849,299.1239623315778,take_profit,True,True,-60.75,72.75,1.1975308641975309,1,1077,1077
25,865,2025-01-10T15:00:00,2025-01-10,2025-01-10T15:00:00,2299.123962331578,2259.088463629145,short,21016.25,21033.267749351216,21033.267749351216,20984.80713661314,17.017749351216196,31.442863386858427,1.8476511046163293,1.8476511046163293,2.3043838978381697,1,-17.01774935121648,-1.0000000000000167,-34.03549870243296,6.0,-40.03549870243296,259.0884636291448,stop,False,False,-19.5,27.5,1.4102564102564104,1,1120,1120
