combo_id,n_trades,gross_sharpe,mean_gross,std_gross,win_rate,entry_timing_offset,fill_slippage_ticks,cooldown_after_exit_bars
926,276,-0.03239585480406282,-13.298135941425864,2830.298951152022,0.4166666666666667,0,0,3
285,68,-0.03260186958183294,-16.23798533064152,1704.5923705169587,0.47058823529411764,2,1,3
860,228,-0.03591415289835344,-20.67922843426966,3608.382533285725,0.30701754385964913,2,1,3
139,102,-0.042722987674891334,-28.901221246559597,2835.509519228282,0.28431372549019607,0,2,0
698,63,-0.04682608023714642,-39.092918310494234,2750.1539561967465,0.42857142857142855,0,1,10
652,108,-0.04946284360167295,-33.74690347046918,2942.680909304987,0.3888888888888889,2,0,10
679,506,-0.05012336820336481,-28.73495885440043,5352.073091889325,0.16798418972332016,2,0,3
363,59,-0.05134977742146579,-57.85026150567445,3591.4449324588354,0.3050847457627119,2,2,3
1497,378,-0.05261878748772126,-13.022172488517292,1996.9397054882668,0.43386243386243384,2,1,0
578,274,-0.05447733651498307,-18.692995992315492,2357.299549336585,0.4562043795620438,1,0,3
1365,289,-0.056569734499040236,-21.49994859897888,2681.505224863113,0.356401384083045,0,2,0
1235,78,-0.058302714652482636,-49.80961472557059,3131.469255913423,0.34615384615384615,0,2,10
792,342,-0.05917482376017593,-32.58770583771637,4226.7475755100095,0.2631578947368421,2,1,0
149,88,-0.061813814244873776,-33.30015667983025,2097.38672654274,0.45454545454545453,1,0,0
763,201,-0.06395733382173521,-43.4881635092678,4000.87691308013,0.24875621890547264,1,1,3
456,256,-0.06628879453604748,-32.50199840036878,3255.8648622344167,0.19140625,2,2,0
1064,91,-0.06718884552150034,-78.47291125665159,4624.020246742048,0.2087912087912088,0,2,10
1216,50,-0.06742211188598433,-60.31128587183237,2625.171514738467,0.42,0,2,0
718,344,-0.06848421744690814,-38.919996640856404,4374.596113868607,0.23546511627906977,1,2,3
117,201,-0.06985880638439615,-29.19839156376936,2459.3041410900923,0.4079601990049751,1,2,10
1121,145,-0.07320540464652321,-33.55878633203563,2290.9918620608823,0.46206896551724136,1,1,10
222,130,-0.07448644049014459,-72.33302437315817,4595.232864312526,0.2230769230769231,0,2,3
715,153,-0.07551037850981723,-41.707102773500175,2835.4731247463883,0.20915032679738563,0,0,3
1234,57,-0.08060135477199172,-131.2996644108789,5104.2877248602435,0.17543859649122806,1,0,0
125,89,-0.08536465572201259,-113.76687685950866,5218.061472461239,0.16853932584269662,2,0,10
97,125,-0.09188190949523006,-76.06097166244889,3841.1680553628776,0.288,2,2,10
68,96,-0.09779970589681425,-99.58868032763651,4140.802245619479,0.2604166666666667,0,2,3
20,180,-0.0984063896109674,-26.235344679013725,1484.4862296944268,0.4666666666666667,0,2,0
977,66,-0.09941258765102236,-90.91818780502052,3083.598353293494,0.36363636363636365,0,0,10
905,597,-0.10001653960610889,-29.244056045665133,2965.032058632232,0.3969849246231156,2,2,3
1434,259,-0.10003105273804834,-38.7879840997936,2589.9339972779057,0.4362934362934363,2,2,0
1430,158,-0.10211374190666016,-70.79119742628126,3616.596485213421,0.2911392405063291,2,1,3
818,230,-0.1021206987019733,-65.85389342612879,4058.8971053175537,0.2782608695652174,0,1,0
1031,59,-0.10283942298335304,-163.32437998627574,5062.835745957731,0.1694915254237288,2,2,3
108,635,-0.10312556073063132,-33.98114298621722,3446.156271124558,0.3464566929133858,2,2,0
66,583,-0.1031709841109769,-40.13570738133286,3898.3791078108843,0.2692967409948542,1,2,3
1054,107,-0.10408726952281482,-73.66646510850298,3038.3692245994876,0.3177570093457944,0,2,10
829,58,-0.10900236573176954,-74.39351923132249,2157.196076673072,0.5172413793103449,0,2,3
761,120,-0.1096099270680305,-69.0472853834149,2863.9391614178635,0.38333333333333336,0,1,10
136,136,-0.11353314247071972,-79.80672793661924,3402.222759516617,0.3235294117647059,1,2,0
242,143,-0.11814018362843741,-112.11512096677379,4709.892686610516,0.18181818181818182,1,0,0
101,809,-0.12151541358931443,-37.75564335021387,3667.762546264135,0.08034610630407911,0,1,10
1354,370,-0.12574016021372056,-82.45643022259928,5235.134291030912,0.17297297297297298,0,0,10
22,238,-0.1261947483244535,-65.9796474693058,3347.6005645084356,0.14705882352941177,0,2,3
393,124,-0.12719417310351228,-85.6407023939484,3111.718427979414,0.20161290322580644,2,1,0
1117,424,-0.12973144597777428,-32.82861930261555,2162.552861633881,0.4740566037735849,0,2,0
252,79,-0.1306853906079632,-96.27069300854635,2717.4217582160627,0.35443037974683544,2,0,3
210,110,-0.13174781968896487,-144.66300203249358,4779.54796246712,0.2,1,2,3
968,579,-0.1344029548173424,-35.652560206458965,2649.095604770617,0.44559585492227977,1,2,0
740,461,-0.13522331385068945,-16.15900499509656,1064.8537093910818,0.4945770065075922,2,0,10
1039,279,-0.13548327992092765,-85.79754527911753,4390.032215380119,0.22939068100358423,2,2,3
223,140,-0.13941172595915,-150.26342140176192,5292.909058330095,0.15714285714285714,2,0,0
492,101,-0.14097072477416148,-102.45177347717132,3031.2913474895404,0.2376237623762376,1,0,3
1154,108,-0.14214902968346735,-113.25884090113753,3436.5014848804967,0.32407407407407407,2,2,0
118,51,-0.14234331595085645,-85.73529411764706,1785.1885652584185,0.43137254901960786,2,2,0
542,274,-0.14706013805313112,-74.72569926282944,3490.8142872358935,0.1678832116788321,0,0,10
671,148,-0.14896456533760524,-102.75716213417117,3482.86331334582,0.34459459459459457,1,1,3
225,70,-0.1501722393316034,-109.60908179656589,2534.4419460002155,0.2714285714285714,2,2,3
1135,242,-0.1509683754120437,-118.49901918719476,5067.723392282545,0.17768595041322313,0,2,10
531,180,-0.15224926869017139,-127.25891090230328,4654.206886813926,0.19444444444444445,2,0,0
388,196,-0.15347462806914436,-93.49233553325786,3539.516164958139,0.34183673469387754,0,0,0
1257,123,-0.154349303434061,-132.95196351645285,3964.7798950151123,0.24390243902439024,1,0,3
993,139,-0.1570101507014534,-113.44980440424419,3535.5734676006514,0.18705035971223022,0,1,3
499,739,-0.168018981787259,-42.17848334447086,2832.2479750005164,0.2422192151556157,1,2,3
712,538,-0.1708506005194348,-45.406479280189934,2558.4026846114566,0.44609665427509293,2,2,3
390,150,-0.172624847348164,-124.83114763642928,3675.7141500901143,0.12666666666666668,2,1,3
1452,149,-0.18119303708773873,-100.12927918665633,2799.556033648843,0.3959731543624161,2,2,0
